genconame,ANTA_CRF,ANTA_GF,ANTA_LF,ANTA_RF,AURY_CRF,AURY_GF,AURY_LF,AURY_RF,BRBCL,BSIUL,CHAMERA1,CHAMERA2,CHAMERA3,DADR_CRF,DADRI_GF,DADRI_LF,DADRI_RF,DADRI_T2,DHAULIGNGA,DULHASTI,FARAKKA,JHAJJAR,KGSU1AND2,KGSU3AND4,KAHLGAN1,KAHLGAN2,KISHANGANGA,KKNP,KKNPPU2,KOLDAM,KOTESHWR,KUDGI,MAPS,NAPP,NJPC,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI3,RAMPUR,RAPPB,RAPPC,RIHAND1,RIHAND2,RIHAND3,RSTPS1TO6,RSTOSU7,SALAL,SASAN,SEWA2,SIMHST1,SIMHST2,SNGRAULI,SINGRAULI_HYDRO,TALA,TALST2,TANAKPUR,TANDA2,TEHRI,TelanganaSTPP,UNCHHAR1,UNCHHAR2,UNCHHAR3,UNCHAHAR4,URI,URI2,VALLURNTECL
48,0,0,0,7.01349495,0,0,0,11.7088488,,1.1001848,0,2.0253783,1.63391305,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,21.8177839,,,,,,,2.363834,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,0,,,23.0349966,,2.0636902,,2.0096934,0,,,3.469928,3.2114016,0,0,7.5443654,4.99402365,
49,0,0,0,6.9610772,0,0,0,11.7088488,,1.1001848,0,2.0253783,1.63391305,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,21.8177839,,,,,,,2.363834,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,0,,,23.0349966,,2.0636902,,2.0096934,0,,,3.469928,3.2114016,0,0,7.5443654,4.99402365,
50,0,0,0,6.9610772,0,0,0,11.7088488,,1.1001848,0,2.0253783,1.63391305,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,21.8177839,,,,,,,2.363834,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,0,,,23.0349966,,2.0636902,,2.0096934,0,,,3.469928,3.2114016,0,0,7.5443654,4.99402365,
51,0,0,0,6.9610772,0,0,0,11.7088488,,0,0,2.0253783,1.63391305,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,21.8177839,,,,,,,2.363834,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,0,,,23.0349966,,2.0636902,,2.0096934,0,,,3.469928,3.2114016,0,0,7.5443654,4.99402365,
52,0,0,0,6.9610772,0,0,0,11.7088488,,0,0,2.0253783,1.63391305,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,21.8177839,,,,,,,2.363834,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,0,,,23.0349966,,2.0636902,,2.0096934,0,,,3.469928,3.2114016,0,0,7.5443654,4.99402365,
53,0,0,0,6.9610772,0,0,0,11.7088488,,0,0,1.5759645,1.1830203,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,21.8177839,,,,,,,2.363834,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,0,,,23.0349966,,2.0636902,,2.0096934,0,,,3.469928,3.2114016,0,0,7.5443654,4.99402365,
54,0,0,0,6.9610772,0,0,0,11.7088488,,0,0,1.5759645,1.1830203,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,21.8177839,,,,,,,2.363834,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,0,,,23.0349966,,2.0636902,,2.0096934,0,,,3.469928,3.2114016,0,0,7.5443654,4.99402365,
55,0,0,0,6.9610772,0,0,0,11.7088488,,0,0,1.5759645,1.1830203,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,21.8177839,,,,,,,0.536679,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,0,,,23.0349966,,2.0636902,,2.0096934,0,,,3.469928,3.2114016,0,0,7.5443654,4.99402365,
56,0,0,0,6.9610772,0,0,0,11.7088488,,0,0,1.5759645,1.1830203,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,21.8177839,,,,,,,0.536679,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,0,,,23.0349966,,2.0636902,,2.0096934,0,,,3.469928,3.2114016,0,0,7.5443654,4.99402365,
57,0,0,0,6.9610772,0,0,0,11.6742384,,0,0,2.0253783,1.63391305,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,21.8177839,,,,,,,2.363834,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,0,,,23.0349966,,2.0636902,,2.0096934,0,,,3.469928,3.2114016,0,0,7.5443654,4.99402365,
58,0,0,0,6.9610772,0,0,0,11.6742384,,0,0,2.0253783,1.63391305,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,21.8177839,,,,,,,2.363834,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,0,,,23.0349966,,2.0636902,,2.0096934,0,,,3.469928,3.2114016,0,0,7.5443654,4.99402365,
59,0,0,0,6.9610772,0,0,0,11.6742384,,0,0,2.0253783,1.63391305,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,21.8177839,,,,,,,2.363834,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,0,,,23.0349966,,2.0400666,,1.079936,0,,,3.469928,3.2114016,0,0,6.3328122,4.99402365,
60,0,0,0,6.9610772,0,0,0,11.6742384,,0,0,2.0253783,1.63391305,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,21.8177839,,,,,,,2.363834,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,0,,,23.0349966,,2.0400666,,0.649649,0,,,3.469928,3.2114016,0,0,6.3328122,4.99402365,
61,0,0,0,6.9610772,0,0,0,11.6742384,,0,0,2.0253783,1.63391305,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,21.8177839,,,,,,,2.363834,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,0,,,23.0349966,,2.0400666,,0.649649,0,,,3.469928,3.2114016,0,0,6.3328122,4.99402365,
62,0,0,0,6.9610772,0,0,0,11.6742384,,1.1001848,0,2.0253783,1.63391305,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,21.8177839,,,,,,,2.363834,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,0,,,23.0349966,,2.0400666,,0.649649,0,,,3.469928,3.2114016,0,0,6.3328122,4.99402365,
63,0,0,0,6.9610772,0,0,0,11.6742384,,1.1001848,0,2.0253783,1.63391305,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,21.8177839,,,,,,,2.363834,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,0,,,23.0349966,,2.1126248,,1.8375786,0,,,3.469928,3.2114016,0,0,7.078643,4.5408594,
64,0,0,0,6.9610772,0,0,0,11.6742384,,1.1001848,0,2.0253783,1.63391305,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,16.7843368,,,,,,,2.363834,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,0,,,23.0349966,,2.1126248,,2.0096934,0,,,3.469928,3.2114016,0,0,7.078643,4.5408594,
65,0,0,0,6.7843545,0,0,0,11.6742384,,1.1001848,0,2.0253783,1.63391305,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,19.1820992,,,,,,,2.363834,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,0,,,23.0349966,,1.6823378,,2.0096934,0,,,3.469928,3.2114016,0,0,7.4515584,4.5408594,
66,0,0,0,6.7843545,0,0,0,11.6742384,,1.1001848,0,2.0253783,1.63391305,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,19.1820992,,,,,,,2.363834,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,0,,,23.0349966,,1.6823378,,2.0096934,0,,,3.469928,3.2114016,0,0,7.4515584,4.5408594,
67,0,0,0,6.7843545,0,0,0,11.6742384,,1.1001848,0,2.0253783,1.63391305,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,19.1820992,,,,,,,2.363834,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,0,,,23.0349966,,1.6823378,,2.0096934,0,,,3.469928,3.2114016,0,0,7.4515584,4.99402365,
68,0,0,0,6.7843545,0,0,0,11.6742384,,1.1001848,0,2.0253783,1.63391305,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,19.1820992,,,,,,,2.363834,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,0.87651355,,,23.0349966,,1.6823378,,2.0096934,0,,,3.469928,3.2114016,0,0,7.4515584,4.99402365,
69,0,0,0,6.7843545,0,0,0,11.6742384,,1.1001848,0,2.0253783,1.63391305,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,19.1820992,,,,,,,0.536679,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,0.88879395,,,23.0349966,,1.6823378,,2.0096934,0,,,3.469928,3.2114016,0,0,7.4515584,4.99402365,
70,0,0,0,6.7843545,0,0,0,11.6742384,,1.1001848,0,2.0253783,1.63391305,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,19.1820992,,,,,,,0.536679,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,1.7775879,,,23.0349966,,1.662089,,2.0096934,0,,,3.469928,3.2114016,0,0,7.4515584,4.99402365,
71,0,0,0,6.7843545,0,0,0,11.6742384,,1.1001848,2.2661782,2.0253783,1.63391305,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,19.1820992,,,,,,,0.536679,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,1.7775879,,,23.0349966,,1.6232788,,2.0096934,0,,,3.469928,3.2114016,0,0,7.4515584,4.086159,
72,0,0,0,6.7843545,0,0,0,11.6742384,,1.1001848,2.370797,2.0253783,3.26629765,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,19.1820992,,,,,,,0.536679,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,1.7775879,,,23.0349966,,1.5372214,,2.0096934,0,,,3.469928,3.2114016,0,0,7.4515584,4.086159,
73,0,0,0,6.87271585,0,0,0,11.6742384,,1.1001848,4.741594,4.2739554,3.26629765,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,19.1820992,,,,,,,1.718596,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,2.66638185,,,23.0349966,,1.5287844,,2.0096934,0,,,3.469928,3.2114016,0,0,7.4515584,4.086159,
74,0,0,0,6.87271585,0,0,0,11.6742384,,1.1001848,7.112391,4.2739554,4.9032676,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,25.8161145,,,,,,,8.273419,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,2.66638185,,,23.0349966,,1.5287844,,2.0096934,0,,,3.469928,3.2114016,0,0,7.4515584,4.086159,
75,0,0,0,6.87271585,0,0,0,11.6742384,,3.3005544,7.112391,6.8844765,5.1569903,0,0,0,14.6724116,5.1318036,6.3536209,8.4247614,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,26.0571267,,,,,,,8.273419,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,2.66638185,,,23.0349966,,1.5287844,,2.0096934,0,,,3.469928,3.2114016,0,0,7.4515584,4.99402365,
76,0,0,0,6.9251336,0,0,0,11.6742384,,3.3005544,7.112391,6.8844765,5.1569903,0,0,0,14.6724116,5.1318036,6.3536209,8.4247614,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,26.0571267,,,,,,,8.273419,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,2.66638185,,,23.0349966,,1.5287844,,2.0096934,0,,,3.469928,3.2114016,0,0,7.4515584,4.99402365,
77,0,0,0,6.9610772,0,0,0,11.6742384,,3.3005544,7.112391,6.8844765,5.1569903,0,0,0,14.6724116,5.1318036,6.3536209,8.4247614,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,26.0571267,,,,,,,8.273419,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,2.66638185,,,23.0349966,,1.4579136,,2.0096934,0,,,3.469928,2.9969808,0,0,7.4515584,4.086159,
78,0,0,0,6.9610772,0,0,0,11.6742384,,3.3005544,7.112391,6.8844765,5.1569903,0,0,0,14.6724116,5.1318036,6.3536209,8.4247614,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,26.0571267,,,,,,,8.273419,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,2.66638185,,,23.0349966,,1.51866,,2.0096934,0,,,3.469928,2.9969808,0,0,7.4515584,4.086159,
79,0,0,0,6.9610772,0,0,0,11.6742384,,3.3005544,7.112391,6.8844765,5.1569903,0,0,0,14.6724116,5.1318036,6.3536209,8.4247614,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,26.0571267,,,,,,,8.273419,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,2.66638185,,,23.0349966,,1.4393522,,2.0096934,0,,,3.469928,2.9969808,0,0,7.4515584,4.086159,
80,0,0,0,6.9610772,0,0,0,11.6742384,,3.3005544,7.112391,6.8844765,5.1569903,0,0,0,14.6724116,5.1318036,6.3536209,8.4247614,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,26.0571267,,,,,,,3.223132,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,2.66638185,,,23.0349966,,1.4477892,,2.0096934,0,,,3.469928,2.9969808,0,0,7.4515584,4.086159,
81,0,0,0,6.9610772,0,0,0,11.6742384,,3.3005544,7.112391,6.8844765,5.1569903,0,0,0,14.6724116,5.1318036,6.3536209,8.4247614,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,26.0571267,,,,,,,0.602426,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,2.66638185,,,23.0349966,,1.4579136,,2.0096934,0,,,3.469928,2.9969808,0,0,7.4515584,4.086159,
82,0,0,0,6.9610772,0,0,0,11.6742384,,3.3005544,7.112391,6.8844765,5.1569903,0,0,0,14.6724116,5.1318036,6.3536209,8.4247614,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,26.0571267,,,,,,,0.602426,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,2.66638185,,,23.0349966,,1.468038,,2.0096934,0,,,3.469928,2.9969808,0,0,7.4515584,4.086159,
83,0,0,0,6.9610772,0,0,0,11.6742384,,0.185614,7.112391,6.6688182,4.9032676,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,25.8161145,,,,,,,2.363834,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,2.4745006,,,23.0349966,,1.4916616,,2.0096934,0,,,3.469928,2.9969808,0,0,7.4515584,4.99402365,
84,0,0,0,6.9610772,0,0,0,11.6742384,,0.185614,7.112391,6.6688182,4.9032676,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,25.8161145,,,,,,,2.363834,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,2.4745006,,,23.0349966,,1.5119104,,2.0096934,0,,,3.469928,2.9969808,0,0,7.4515584,4.99402365,
85,0,0,0,6.9610772,0,0,0,11.6742384,,0.185614,7.112391,6.6688182,4.9032676,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,25.8161145,,,,,,,2.363834,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,2.4745006,,,23.0349966,,1.5237222,,2.0096934,0,,,3.469928,2.9969808,0,0,7.4515584,4.99402365,
86,0,0,0,6.9610772,0,0,0,11.6742384,,0.185614,7.112391,6.6688182,4.9032676,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,25.8161145,,,,,,,2.363834,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,2.4745006,,,23.0349966,,1.5287844,,2.0096934,0,,,3.469928,2.9969808,0,0,7.4515584,4.99402365,
87,0,0,0,6.9610772,0,0,0,11.6742384,,0.185614,7.112391,6.6688182,4.9032676,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,25.8161145,,,,,,,2.684924,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,2.6556365,,,23.0349966,,1.670526,,2.0096934,0,,,3.469928,2.9969808,0,0,7.17145,4.99402365,
88,0,0,0,6.9610772,0,0,0,11.6742384,,0.371228,7.112391,6.6688182,4.9032676,0,0,0,14.6724116,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,25.8161145,,,,,,,2.684924,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,2.66638185,,,23.0349966,,1.6671512,,2.0096934,0,,,3.469928,2.9969808,0,0,7.17145,4.99402365,
89,0,0,0,7.04943855,0,0,0,11.6742384,,3.3005544,7.112391,6.8844765,5.1569903,0,0,0,14.6724116,5.1318036,6.3536209,8.4247614,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,26.0571267,,,,,,,2.684924,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,2.66638185,,,23.0349966,,1.6874,,2.0096934,0,,,3.469928,3.2114016,0,0,7.078643,4.5408594,
90,0,0,0,7.04943855,0,0,0,11.6742384,,3.3005544,7.112391,6.8844765,5.1569903,0,0,0,14.8794668,5.1318036,6.3536209,8.4247614,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,26.0571267,,,,,,,2.684924,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,2.66638185,,,23.0349966,,1.7110236,,2.0096934,0,,,3.469928,3.2114016,0,0,7.078643,4.5408594,
91,0,0,0,7.04943855,0,0,0,11.6742384,,3.3005544,7.112391,6.8844765,5.1569903,0,0,0,14.8794668,5.1318036,6.3536209,8.4247614,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,26.0571267,,,,,,,2.684924,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,2.66638185,,,23.0349966,,1.7262102,,2.0096934,0,,,3.469928,3.2114016,0,0,7.078643,4.086159,
92,0,0,0,7.04943855,0,0,0,11.6742384,,3.3005544,7.112391,6.8844765,5.1569903,0,0,0,14.8794668,5.1318036,6.3536209,8.4247614,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,26.0571267,,,,,,,2.684924,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,2.66638185,,,23.0349966,,1.7363346,,2.0096934,0,,,3.469928,3.2114016,0,0,7.078643,4.086159,
93,0,0,0,7.2276589,0,0,0,11.6742384,,1.1001848,7.112391,6.6688182,4.9032676,0,0,0,14.8794668,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,21.5798616,,,,,,,2.684924,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,1.7775879,,,23.0349966,,1.7312724,,2.0096934,0,,,3.469928,3.2114016,0,0,7.3587514,4.086159,
94,0,0,0,7.2276589,0,0,0,11.6742384,,1.1001848,7.112391,6.6688182,4.9032676,0,0,0,14.8794668,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,21.5798616,,,,,,,2.684924,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,1.7775879,,,23.0349966,,1.7110236,,2.0096934,0,,,3.469928,3.2114016,0,0,7.3587514,4.086159,
95,0,0,0,7.2276589,0,0,0,11.6742384,,1.1001848,7.112391,6.6688182,4.9032676,0,0,0,14.8794668,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,21.5798616,,,,,,,2.684924,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,1.7775879,,,23.0349966,,1.6874,,2.0096934,0,,,3.469928,3.2114016,0,0,7.3587514,4.086159,
96,0,0,0,7.2276589,0,0,0,11.6742384,,1.1001848,7.112391,6.6688182,4.9032676,0,0,0,14.8794668,5.1318036,6.197158,8.22744945,3.509792,292.3201215,,,7.5798008,16.6833238,,,,0,,0,,6.9748635,21.5798616,,,,,,,2.684924,0,0,8.7140416,7.7625933,20.0419857,0,,,0,18.98325,1.7775879,,,23.0349966,,1.6874,,2.0096934,0,,,3.469928,3.2114016,0,0,7.3587514,4.086159,
